Date,Grade,Rope,Attempt,Colour,Location,Wall,Notes
2018-09-11,6+,L,RE,Grey,TRC MV,HS R,My favourite warm up routine
2018-09-11,8,L,RE,Black,TRC MV,HS L,
2018-09-11,11b,L,RP,Green,TRC MV,Prow,Finally made it.  May have to go back and get this on TR for the pyramid!
2018-09-11,10a,L,H1,Purple,TRC MV,Lead Wall,One hang at the fourth bolt to unlock the sequence.
2018-09-11,10c,L,H3,Black,TRC MV,Tall Wall,Three hangs -- really sustained moves and hard clips.
2018-09-11,6+,L,RE,Grey,TRC MV,HS R,
2018-09-12,7,TR,OS,Red,TRC NR,Prow,Warm up on the prow
2018-09-12,8-,TR,OS,Blue,TRC NR,Tower Inside,
2018-09-12,10c,TR,RP,Yellow,TRC NR,Right Outside,Redpoint my mini project the last time I was at NR
2018-09-12,10c,TR,X,Yellow,TRC NR,Right Overhang,"Overhanging, couldn't pull through the steepest part and lowered"
2018-09-12,10a,TR,OS,Red,TRC NR,Tower Window,
2018-09-12,10d,TR,X,Green,TRC NR,Tower Window,Auto Belay - fell at the crux
2018-09-12,11a,TR,ON,Black,TRC NR,Tower Window,
2018-09-12,10a,TR,X,Black,TRC NR,Left Inside,"Codr route - hard as nails, strenuous, smeary insecure feet"
2018-09-12,7+,TR,OS,Yellow,TRC NR,Left Inside,
2018-09-16,6+,L,RE,Grey,TRC MV,HS R,Warm up
2018-09-16,8,L,F,Orange,TRC MV,Reactor,Customary second warm up was busy - so I found alternative
2018-09-16,10c,L,RP,Black,TRC MV,Tall Wall,"Hard route.  Pumped beyond belief at the top, but I made it."
2018-09-16,10a,L,H2,Green,TRC MV,Prow,"Onsight attempt - one long fall, plus one take at the top."
2018-09-16,7,L,RE,Purple,TRC MV,Reactor,"""Rest"" route, taking a lap on my favourite"
2018-09-16,10a,L,RP,Purple,TRC MV,Lead Wall,"Redpoint burn, successfully, on the hard purple with awkward first clip."
2018-09-16,10c,L,H1,Orange,TRC MV,HS L,"Onsight attempt - one hang at the second roof.  Tired, plus had traffic management worries on routes to either side."
2018-09-16,7,L,RE,Orange,TRC MV,Back Corner,Cool down for real
2018-09-18,6+,L,RE,Grey,TRC MV,HS R,Customary warm up
2018-09-18,8,L,RE,Black,TRC MV,Tall Wall,Customary warm up
2018-09-18,10c,L,RP,Orange,TRC MV,Tall Wall,"No falls, but I had to downclimb, rest, and try a few moves more than once."
2018-09-18,10a,L,RP,Green,TRC MV,Prow,No falls!
2018-09-18,8,L,RE,Black,TRC MV,HS R,Feeling tightness in my forearms - no more tens today
2018-09-18,6+,L,RE,Green,TRC MV,HS,Cool down
2018-09-20,5,TR,OS,,TRC NR,,Random routes at NR - all easy
2018-09-20,6,TR,OS,,TRC NR,,
2018-09-20,7,TR,OS,,TRC NR,,
2018-09-20,8,TR,OS,,TRC NR,,
2018-09-25,6+,L,RE,Grey,TRC MV,HSR,Warm up
2018-09-25,8,L,RE,Black,TRC MV,HSL,Feeling tired already.
2018-09-25,10a,L,OS,Black,TRC MV,Prow,Onsight attempt - and success - on the new prow route.  Lowered feeling really pumped.
2018-09-25,10a,L,OS,Blue,TRC MV,Upstairs,Onsight attempt on the old route upstairs that I'd been avoiding.  Skipped the last clip.
2018-09-25,10d,TR,H1,Grey,TRC MV,Back Alley,"One fall on the barn-door crux move, then finished it.  Very hard."
2018-09-25,9+,L,F,Yellow,TRC MV,HS R,I was surprised to get this on my first lead attempt.  Very insecure.
2018-09-25,10c,TR,X,Yellow,TRC MV,Desk Area,"Fingers hurt, slow traffic above, didn't finish"
2018-09-25,6+,TR,OS,Blue,TRC MV,HS L,Very interesting route for a cool down.  Hardest 6 in the gym for sure!
2018-09-28,8-,TR,F,Yellow,TRC MV,HS,First time on top rope!  Really insecure.
2018-09-28,9-,TR,ON,Grey,TRC MV,HS L,Tiny foot chips.  Very nice route.
2018-09-28,10b,TR,ON,Yellow,TRC MV,Reactor,Huge insecure moves.  Leadable.  I would like to try.
2018-09-28,10d,TR,RP,Grey,TRC MV,Back Alley,"Made it through the crux move, then fought to the top."
2018-09-28,10c,TR,X,Black,TRC MV,Classic,Tried this.  No dice.  Overhanging and HARD.
2018-09-28,9,TR,ON,Purple,TRC MV,HS R,Nice route.  Will go back to lead it.
2018-09-28,10d,TR,H5,Pink,TRC MV,HS R,Toby Route.  Fought to the top through many falls.
2018-09-28,7,TR,ON,Purple,TRC MV,Tall Corner,Seven?  It's possibly a ten.
2018-09-28,10c,TR,H1,Yellow,TRC MV,Upstairs,One hang - so crimpy I wanted to rest my fingers and not commit to a move.  Can be lead.
2018-09-28,9,TR,ON,Grey,TRC MV,Upstairs,Codr route.  Flows well.  Can be lead.
2018-10-02,6+,L,RE,Grey,TRC MV,HS R,Customary warm up
2018-10-02,8,L,RE,Black,TRC MV,HS L,Customary warm up - felt hard
2018-10-02,9,L,H1,Pink,TRC MV,Lead Wall,"Fell at the two thirds mark, mis-reading the sequence and unable to recover"
2018-10-02,9,L,F,Grey,TRC MV,Upstairs Corner,"Mentally challenging, but all the holds are there.  Glad to lead this."
2018-10-02,11c,TR,X,Purple,TRC MV,Desk Area,Got just past the halfway mark in one push.  Fell.  Too pumped to continue.
2018-10-02,9-,TR,RE,Blue,TRC MV,HS R,"Felt tired, just took a TR lap."
2018-10-02,6+,L,RE,Grey,TRC MV,HS R,Cool down
2018-10-03,8,TR,RE,Black,TRC MV,HS L,Warm up in shoe demo shoes!
2018-10-03,7,TR,RE,Purple,TRC MV,Tall Corner,Enjoying the stemming
2018-10-03,10c,TR,"X, X, X",Yellow,TRC MV,Reactor,"Fell over, and over, and over on the opening move"
2018-10-03,10c,TR,RE,Yellow,TRC MV,Reactor,Got it!
2018-10-03,9+,TR,OS,Blue,TRC MV,Upstairs Corner,"Really hard, crimpy, arete awkwardness.  Felt bruising in my finger."
2018-10-03,10a,TR,RP,Green,TRC MV,Prow,First TR send - felt pumpier than before
2018-10-03,10c,TR,X,Green,TRC MV,Back Alley,"Forgot I'd climbed it, bailed when my finger hurt"
2018-10-03,5,TR,OS,,TRC MV,Back Alley,Easy cooldowns
2018-10-03,5,TR,OS,Red,TRC MV,Upstairs,
2018-10-09,7,TR,OS,Blue,TRC MV,HS R,Warm up - stemming route
2018-10-09,7,TR,OS,Red,TRC MV,HS L,over the bulge
2018-10-09,11c,TR,X,Red,TRC MV,Tall Wall,Rosanne route - could be a long term project!
2018-10-09,10a,TR,RP,Blue,TRC MV,Prow,"Never tried it on TR before, have only led it.  Pumpy!"
2018-10-09,10c,TR,OS,Grey,TRC MV,Back Alley,Very hard - worth climbing
2018-10-09,8-,TR,OS,Blue,TRC MV,Back Corner,"Named ""bait and switch"".  Too true"
2018-10-09,8,TR,A1,Black,TRC MV,Reactor,Stepped off route rather than swap feet.  Hard route.
2018-10-09,6-,TR,OS,Yellow,TRC MV,Back Corner,Easier climbing to cool down
2018-10-09,8+,TR,OS,Orange,TRC MV,Back Alley,"Hard, crimpy, moves"
2018-10-09,9-,TR,OS,Grey,TRC MV,Back Alley,Climbed easier than a 9.
2018-10-09,7-,TR,OS,Pink,TRC MV,Back Alley,Felt hard.
2018-10-11,7,TR,RE,Purple,TRC MV,Tall Wall,Hard for a warm up!
2018-10-11,9,TR,OS,Grey,TRC MV,HS R,Back corner - very hard.  Usual stemming difficulties
2018-10-11,11a,TR,"H, A",Green,TRC MV,HS R,"Was optimistic about the onsight, and then it got hard!"
2018-10-11,11c,TR,"H, A",Red,TRC MV,Tall Wall,"Rosanne route - crux is out of reach, the rest is doable with work"
2018-10-11,11b,TR,"H, A, X",Purple,TRC MV,HS R,"Very crimpy - got halfway up on the first try, then just ran out of steam"
2018-10-11,8,TR,RP,Green,TRC MV,HS,Felt really hard.  First time top-roping this one though!
2018-10-11,5+,TR,OS,Black,TRC MV,HS L,Cool down.
2018-10-16,8,L,OS,Green,TRC NR,Right Outside,Warm up - felt very easy
2018-10-16,8,L,OS,Red,TRC NR,Right Outside,Also felt very easy
2018-10-16,8+,L,OS,Yellow,TRC NR,Boot,Slightly difficult move at the lip
2018-10-16,9-,L,OS,?,TRC NR,Right Inside,Very sketchy move at the lip
2018-10-16,10b,L,A1,Yellow,TRC NR,Right Inside,"Missed the OS with my hand on the last hold, and couldn't see my foot (which I didn't need)"
2018-10-16,7-,L,OS,Red,TRC NR,Right Inside,Cool down - incredibly fun route
2018-10-16,8-,L,F,Orange,TRC NR,Tower,Awkward top-out move around the spike
2018-10-18,8-,L,F,Purple,TRC MV,Tall Wall,Route re-graded.  Wake up call of a warm up
2018-10-18,9,L,RP,Pink,TRC MV,Lead Wall,Slipped but recovered.  Redpoint.
2018-10-18,10a,L,OS,,TRC MV,Lead Wall,Onsight - very thin moves took confidence.
2018-10-18,10c,L,X,,TRC MV,Lead Wall,Bailed at the steepest part.
2018-10-18,10c,TR,X,,TRC MV,Lead Wall,Tried on TR - still couldn't make the steep moves
2018-10-18,10c,TR,X,,TRC MV,HS R,Hard stem moves.  Gave up.  Brain wasn't doing well on overhangs.
2018-10-18,9-,L,F,,TRC MV,HS R,First try leading.
2018-10-18,6+,L,RE,,TRC MV,HS R,Cool down
2018-10-18,8,TR,OS,Black,TRC NR,Left Outside,Warm up - seems I have energy tonight!
2018-10-18,10a,TR,OS,Orange,TRC NR,Left Outside,Arete route
2018-10-18,10a,TR,H1,Red,TRC NR,Prow,Huge body tension required
2018-10-18,10a,TR,OS,Blue,TRC NR,Tower Outside,Codr route - climbed a little soft
2018-10-18,10b,TR,F,Yellow,TRC NR,Right Inside,Felt borderline c at the top.
2018-10-18,10c,TR,OS,Black,TRC NR,Right Roof,Easier than the route that was here before.  Still pumpy.
2018-10-18,9,TR,OS,Orange,TRC NR,Right Ouside,Very hard - used the rest of my energy on it.
2018-10-18,8,TR,X,Black,TRC NR,Right Outside,Off balance.  Tired.  Fell twice.
2018-10-18,6-,TR,OS,Yellow,TRC NR,Left Outside,Cool down
2018-10-23,8,TR,RE,Black,TRC NR,Left Outside,
2018-10-23,10a,TR,RP,Red,TRC NR,Prow,
2018-10-23,10c,TR,H1,?,TRC NR,Left Outside,Ben Cox route - cryptic moves
2018-10-23,11c,TR,X,?,TRC NR,Left Inside,Codr route - needs way more flexibility than I have
2018-10-23,6+,TR,OS,Black,TRC NR,Right Outside,Way slippery holds
2018-10-23,11a,TR,"H, A",Blue,TRC NR,Tower Inside,Very slippery - very cryptic.  Probably JP?
2018-10-23,10d,TR,X,Green,TRC NR,Left Inside,Feels impossible.  Fun to try
2018-10-23,10a,TR,X,Orange,TRC NR,Tower Outside,Just too tired to try harder.
2018-10-23,8+,TR,OS,Yellow,TRC NR,Left Inside,Fun route
2018-10-23,7,TR,RE,Red,TRC NR,Right Inside,Repeat - fun cool down
2018-10-25,8,TR,RE,Green,TRC MV,HS,Nice warm up
2018-10-25,10a,TR,H1,Blue,TRC MV,HS,Very slippery - glad I didn't try to lead it
2018-10-25,10a,TR,F,Black,TRC MV,HS,First time on TR (I onsighted on lead)
2018-10-25,9,TR,OS,Green,TRC MV,HS L,"Harder than the 8, obvs.  Surprised at how much harder."
2018-10-25,11a,TR,"H, A",Black,TRC MV,Tall,Real hard - fell many times.  I think it's doable with a lot of effort
2018-10-25,11a,TR,"H, A",Green,TRC MV,HS R,Still shut down by the traverse under the roof.
2018-10-25,11a,TR,"H, X",Purple,TRC MV,HS R,Still shut down when the crimps get harder.  My fingers don't last long enough
2018-10-25,10b,TR,OS,Purple,TRC MV,Reactor,Fun route - surprised to have not climbed it before
2018-10-25,10b,TR,OS,Black,TRC MV,Reactor,Same
2018-10-25,8,TR,RE,Orange,TRC MV,Reactor,Nice cool down
2018-10-25,5,TR,RE,Grey,TRC MV,Back Alley,Even more cool down
2018-10-30,6+,L,RE,Grey,TRC MV,HS R,Warm up - new climbing partner Peter
2018-10-30,9,L,F,Green,TRC MV,HS L,Pumpy at each roof - Carson belayed
2018-10-30,10c,L,X,Yellow,TRC MV,Lead Wall,"Project - hung at many clips, then bailed for expediency"
2018-10-30,10c,L,X,Yellow,TRC MV,Reactor,"Project - aided the second move, bailed on the last move"
2018-10-30,8,L,RE,Orange,TRC MV,Reactor,Cool down
2018-10-31,8,TR,OS,Blue,TRC NR,Tower,Warm up - tricky sequences (JP)
2018-10-31,9,TR,OS,Black,TRC NR,Tower,Green route was taken down - this is similar.  Very technical.
2018-10-31,10a,TR,OS,Yellow,TRC NR,Right Outside,"Easier than I'd expected - a few long reaches, but all doable"
2018-10-31,10a,TR,RE,Red,TRC NR,Prow,Repeat of the prow route - very pumpy up top
2018-10-31,10c,TR,X,Orange,TRC NR,Left Rear,"Ben's route.  Did better at the start, and then started falling in the middle.  Quit."
2018-10-31,10c,TR,X,Green,TRC NR,Tower,Very hard sequence.  Felt distracted.  Quit.
2018-10-31,10c,TR,X,Black,TRC NR,Left Outside,Three for three.  Hard sequence at the bottom.  Quit.
2018-10-31,8,TR,X,Green,TRC NR,Left Outside,Got tired at the last move and just lowered
2018-10-31,8,TR,OS,Red,TRC NR,Right Overhang,"Felt tired, went for it anyway.  Got through the overhangs."
2018-10-31,8-,TR,OS,Blue,TRC NR,Left Inside,Felt really soft.
2018-10-31,8,TR,RE,Black,TRC NR,Left Outside,Repeat for mileage.
2018-10-31,5,TR,OS,Blue,TRC NR,Left Outside,"Fast, fun cooldown"
2018-11-12,7,TR,OS,,Golden Gecko,Auto Belays,Warm up - whole bunch of easier routes - mostly onsight
2018-11-12,9,DC,F,,Golden Gecko,Auto Belays,
2018-11-12,9,DC,F,,Golden Gecko,Auto Belays,
2018-11-12,9,DC,F,,Golden Gecko,Auto Belays,
2018-11-12,8,DC,F,,Golden Gecko,Auto Belays,
2018-11-12,8,DC,F,,Golden Gecko,Auto Belays,
2018-11-12,8,DC,F,,Golden Gecko,Auto Belays,
2018-11-12,10a,TR,OS,,Golden Gecko,Auto Belays,
2018-11-12,10a,TR,OS,,Golden Gecko,Auto Belays,
2018-11-12,10a,TR,OS,,Golden Gecko,Auto Belays,
2018-11-12,10b,TR,OS,,Golden Gecko,Auto Belays,
2018-11-12,10d,TR,X,,Golden Gecko,Auto Belays,Tried a bunch of harder routes; couldn't get up them.
2018-11-27,6,L,RE,Grey,TRC MV,HS R,Warm up
2018-11-27,9,L,OS,Green,TRC MV,HS R,Very insecure moves.  Glad I could fight through the uncertainty and get the clean lead.
2018-11-27,10,TR,OS,Pink,TRC MV,HS R,Hard - pumpy at the top.  I might have missed the box finish by mistake.
2018-11-27,8,L,RE,Green,TRC MV,HS,Repeat - feels better every time I climb it
2018-11-27,8+,L,OS,Black,TRC MV,HS L,Insecure moves at the second roof
2018-11-27,6,L,OS,Pink,TRC MV,Upstairs Corner,Felt insecure
2018-11-27,9,TR,X,Red,TRC MV,Back Alley,Bailed on the crimpy move near the top
2018-11-27,7+,TR,OS,Grey,TRC MV,Back Alley,Cool down
2018-12-01,6+,TR,OS,Blue,TRC MV,HS R,New warm up route
2018-12-01,9,TR,RE,Green,TRC MV,HS L,Two roofs
2018-12-01,8,TR,X,Purple,TRC MV,Back Alley Arete,"Just could not get the awkward balance move (Mary did, though).  I fell twice, then gave up"
2018-12-01,10b,TR,OS,Red,TRC MV,Back Alley,Beautiful movement.  Very JP'ish even though I think someone else set it.
2018-12-01,9-,TR,OS,Yellow,TRC MV,Right of Reactor,Very strenuous crux move over the lip
2018-12-01,10c,TR,H,Purple,TRC MV,HS L,Very fun stemming route.  Will go with a little work.
2018-12-01,10c,TR,X,Orange,TRC MV,Back Alley,"Hard, slippery, pumpy.  Quit before the stop to save energy"
2018-12-01,6+,TR,OS,Blue,TRC MV,Back Alley,Cool down
2018-12-02,6,L,OS,Black,TRC RVA,,Whoa - soft grades!
2018-12-02,9+,L,OS,Green,TRC RVA,,Very soft
2018-12-02,10a,L,OS,Orange,TRC RVA,,Whoa ... is everything soft?
2018-12-02,8,TR,OS,Orange,TRC RVA,,"Slab.  Super easy, but fun movement."
2018-12-02,10a,TR,OS,Yellow,TRC RVA,,"Ok - grades picking up.  This one was hard, and overhanging the whole way."
2018-12-02,10c,L,"H, X",Grey,TRC RVA,,"Hard moves - awkward clip, insecure feet.  Gave up, but didn't have time/energy to come back and try with the beta"
2018-12-02,7,L,OS,Yellow,TRC RVA,,Fun movement.
2018-12-02,9+,TR,A1,Yellow,TRC RVA,,Slab.  So awkward.  Shane and I had no idea how to do the move down low.  I aided through and finished the route.  Hard!
2018-12-02,10b,L,OS,Pink,TRC RVA,,"Flash / onsight.  Not sure which.  Easy grade regardless.  Shane went first, but I used a very different sequence."
2018-12-02,10c,TR,X,Green,TRC RVA,,"Blobby holds.  Felt tired, needed to break for lunch.  Tried it anyway.  Couldn't get to the top without over-straining myself."
2018-12-02,7-,TR,OS,Orange,TRC RVA,,"Easy route, but I could feel my fingers unfurling on every hold."
2018-12-02,9,L,OS,Grey,TRC RVA,,"Harder than I expected right before lunch, but it felt like the earlier ""soft grade"" setting again."
2018-12-02,9-,TR,OS,Pink,TRC RVA,,After lunch warm-up.  Hard moves.  Felt the weight of lunch in my belly.....
2018-12-02,10b,L,H1,Yellow,TRC RVA,,ONE stinking move away from a 10b lead flash.  It was the crux move I identified from the ground.
2018-12-02,10b,L,H1,Yellow,TRC RVA,,"Different 10b.  ONE stinking move away from a lead flash again.  Could have been onsight - the move I didn't get was an awkward ""don't hit your head on the ceiling"" to make the final clip - my hands were on the final holds."
2018-12-02,10d,L,"H, X",Yellow,TRC RVA,,10+ ... mental energy just evaporated at the top and I lowered one move from the chains.
2018-12-02,11b,TR,X,Pink,TRC RVA,,Shane lead flashed this.  I couldn't get through the blobby pink grape clusters.
2018-12-02,6,L,RE,Black,TRC RVA,,The only route we repeated.
2018-12-02,5,L,OS,Orange,TRC RVA,,"Actually a down-lead, but marking L to not clutter my pyramids"
2018-12-02,6+,TR,OS,Yellow,TRC RVA,,Fingers just unfurling from every hold.  Time to go home.
2018-12-02,?,?,?,Pink,TRC RVA,,"""Warm up traverse"".  Hard to peg it at a grade, but it sure burned out my forearms."
2018-12-05,6+,L,RP,Blue,TRC MV,HS R,Warm up
2018-12-05,8+,L,RE,Black,TRC MV,HS L,Had trouble finding the easier variation at the second roof so muscled through
2018-12-05,10c,TR,RP,Purple,TRC MV,HS L,"Clean send.  Felt easier than last time, but very tenuous on many moves"
2018-12-05,6+,TR,RE,Blue,TRC MV,HS L,Easy route to help manage exhaustion
2018-12-05,7,L,OS,Pink,TRC MV,Balcony Arete,Very thin and insecure climbing for a 7
2018-12-05,10d,TR,OS,Pink,TRC MV,Back Alley,"Unusual to OS a 10+, but I'll take it.  Codr route.  Thin and sustained"
2018-12-05,5,TR,OS,Green,TRC MV,Back Aley Arete,"Holds are so new, so rough, they hurt my hands"
2018-12-05,8+,TR,X,Blue,TRC MV,Back Alley,"Codr route.  Too fingery, and I felt my right pinkie strain so bailed"
2018-12-05,5+,TR,OS,Red,TRC MV,Back Alley,Cool down - still felt the strain in my fingers
2018-12-06,8-,TR,OS,Black,TRC NR,Left Outside,Warm up on this route to claim the rope for next climb!
2018-12-06,10b,TR,X,Orange?,TRC NR,Left Outside,"Slipped off the first move, but didn't weight the rope!"
2018-12-06,10b,TR,OS,Orange?,TRC NR,Left Outside,Slippery dual-tex holds.  Very hard to stick in my Mythos.
2018-12-06,9-,TR,RP,Green,TRC NR,Right Rear,"Felt easier - don't think I've TR it before, just lead."
2018-12-06,9+,TR,OS,Black,TRC NR,Tower Window,"Felt burly, very hard end move"
2018-12-06,10c,TR,X,Green,TRC NR,Tower Window,Start holds alone hurt my finger - too crimpy; gave up early.
2018-12-06,7+,TR,OS,Blue,TRC NR,Tower Window,Auto belay - hard for a seven.
2018-12-06,10d,TR,X,Orange,TRC NR,Tower Window,Auto belay - way hard.  Abandoned by attempt fairly early on.
2018-12-06,5,TR,OS,,TRC NR,Left Outside,Up
2018-12-06,7,DC,OS,Green,TRC NR,Left Outside,And down
2018-12-06,5,TR,RE,,TRC NR,Left Inside,"Very easy, fun moves.  Might have done it before?"
2018-12-06,9,TR,X,Orange,TRC NR,Tower Inside,Way hard.  Very slippery.  Fell early and lowered.
2018-12-06,9,TR,RP,Orange,TRC NR,Tower Inside,"Tried again, stuck the moves, but only just."
2018-12-11,7,TR,RE,Green,TRC MV,Reactor,Warm up
2018-12-11,8,TR,OS,Black,TRC MV,Reactor left,Far left - interesting moves.
2018-12-11,8,TR,RP,Purple,TRC MV,Back Alley Arete,Very balancey - the 5.8 I fell on before!  Went clean today.
2018-12-11,9,TR,OS,Green,TRC MV,Balcony Area,Interesting moves.
2018-12-11,10c,TR,X,Yellow,TRC MV,Back Alley Corner,"Interesting, ending in strenuous fingertip undercling that I elected to not attempt a third time."
2018-12-11,9-,TR,H3,Blue,TRC MV,HS R,Fell.  Fell three times.
2018-12-11,8,TR,H1,Green,TRC MV,Classic,Fell.  Hard movement through the overhang.
2018-12-13,7,L,RE,Green,TRC MV,Reactor,
2018-12-13,8,L,RE,Orange,TRC MV,Reactor,
2018-12-13,8+,TR,RP,Blue,TRC MV,Back Alley,"Very crimpy, very hard for an 8"
2018-12-13,10d,TR,X,Yellow,TRC MV,Back Alley,Got 3/5 of the way up -- very crimpy
2018-12-13,6+,L,OS,Pink,TRC MV,Lead test,Very hard for a 6!
2018-12-13,8,TR,OS,Blue,TRC MV,Back Corner,Stemmy - typical JP
2018-12-13,10d,TR,X,Green,TRC MV,Balcony,Very hard opening moves
2018-12-13,10c,TR,X,Yellow,TRC MV,Balcony,Tried it again -- too crimpy to hold on at the top
2018-12-13,9,TR,OS,Purple?,TRC MV,Upstairs overhang,Interesting moves
2018-12-13,8,TR,OS,Yellow,TRC MV,Back Alley,Fun moves
2018-12-13,7+,TR,OS,Purple,TRC MV,Upstairs,
2018-12-13,9?,,,,TRC MV,,"I'm sure I did another 9, but can't place what rope it was on."
2018-12-18,6+,L,RE,Blue,TRC MV,HS R,Warm up
2018-12-18,9-,L,X,Green,TRC MV,HS,New route - very cryptic moves.  Couldn't find the sequence and took an announced fall
2018-12-18,9-,L,RP,Green,TRC MV,HS,"Went back up - minor cheating to hold an off-colour to shake out for a second, but I got the top"
2018-12-18,10c,L,H4,Yellow,TRC MV,Lead Wall,"Clip by clip, made it to the top.  Need to come back and project this diligently"
2018-12-18,9,L,X,Green,TRC MV,HS L,Big fall at the second roof.  Just too pumped to pull myself over.
2018-12-18,5+,L,OS,Black,TRC MV,HS,"""Cool down"""
2018-12-18,10d,TR,H3,Pink,TRC MV,HS R,Codr route - very tenuous.  Hung a few times to rest.  Would go with effort if I was fresh
2018-12-18,8,TR,OS,Black,TRC MV,HS L,Harder than expected for a real cool down
2018-12-20,8+,TR,OS,Yellow,TRC MV,HS R,Warm up - overhanging arete - and leadable
2018-12-20,9-,TR,F,Green,TRC MV,HS,Awkward route - first time on TR.
2018-12-20,10c,TR,H2,Black,TRC MV,HS L,"Awkward high crux.  Fell twice.  Most other folks fell as well first try, including 12+ climbers!"
2018-12-20,10d,TR,H3,Orange,TRC MV,Prow,"Very hard route.  So exhausting.  It'll go with effort, though."
2018-12-20,10b,TR,OS,Red,TRC MV,Prow,Hard.  Awkward.  Thin at the top.
2018-12-20,10c,TR,X,Grey,TRC MV,HS L,Abandoned at the upper route when I realized I had my water bottle clipped to the harness and I didn't want it to come off and fall
2018-12-20,10b,TR,OS,Red,TRC MV,HS L,Back corner.  Fun route.  Felt easy
2018-12-20,10b,TR,OS,Green,TRC MV,HS L,"Large block move was awkward.  Otherwise, it felt very ten-ish"
2018-12-20,5+,TR,F,Black,TRC MV,HS,"First time on TR for this one, too :-)"
2018-12-22,5+,L,RE,Black,TRC MV,HS,Warm up route
2018-12-22,8,L,OS,Grey,TRC MV,HS R,Between two clip lines - lead it anyway as the gym was empty
2018-12-22,10a,L,H3,Pink,TRC MV,Lead Wall,"Codr route - two intentional falls, one real fall.  Very hard."
2018-12-22,9+,L,"H, X",Grey,TRC MV,Lead Wall,"This one was harder.  Huge holds, and huger moves on the overhanging wall"
2018-12-22,9+,TR,H1,Grey,TRC MV,Lead Wall,"Went up to second, and still fell once.  Got down totally exhausted, and had to bail on my plans to lead other tens."
2018-12-22,10d,TR,"H, X",Blue,TRC MV,Prow,Beautiful route.  So hard.  Still wasn't recovered from the pumpy 9+ before.  Got 2/3 of the way up.
2018-12-22,5+,L,RE,Black,TRC MV,HS,"Back to easy territory, but it still felt hard."
2018-12-22,8+,L,F,Yellow,TRC MV,HS R,I TR this on Thursday with Danny.  Felt like a limit route at this point of the session.
2018-12-22,8,TR,RE,Purple,TRC MV,Back Alley,Repeat.  Easy moves felt hard today
2018-12-22,6,TR,OS,Green,TRC MV,Back Alley,Follow the eyes.  Nice cool down.
2018-12-28,7,TR,OS,Pink,TRC MV,Upstairs arete,Warm up.  Hard for a 7
2018-12-28,9,TR,OS,Grey,TRC MV,Balcony,Very hard move for a 9 low down.
2018-12-28,9+,TR,OS,Red,TRC MV,Balcony Arete,"Tricky sequences, making full use of arete"
2018-12-28,10d,TR,X,Pink,TRC MV,HS R,Aborted early due to falling down low
2018-12-28,10d,TR,RP,Pink,TRC MV,HS R,Climbing eases up a little once you're through the first hard sequence.
2018-12-28,10d,TR,X,Blue,TRC MV,Prow,Got higher than before.  Made it to 3/4 of the way up.  Lower sections went smoother than before.
2018-12-28,10c,TR,RE,Red,TRC MV,Prow,Climbed it -- harder than I remembered.  Awkward sequences.
2018-12-28,10d,TR,OS,Orange,TRC MV,HS,"Whoa.  Onsighted.  Felt hard, felt greasy, thankfully eased up at the top"
2018-12-28,8-,TR,OS,Grey,TRC MV,Reactor,Cool down.  Felt hard for an eight.  
2018-12-30,8+,TR,OS,Green,Cliff Hangars,Cafe Wall,"Pumpy at the lip, nice and tall.  Got the day started right."
2018-12-30,10a,TR,OS,Black,Cliff Hangars,Back Corner,Funky stemming moves.  Very awkward.  I liked it.
2018-12-30,10b,TR,OS,Red,Cliff Hangars,,Overhanging.  Nice climbing.
2018-12-30,11c,TR,X,Purple,Cliff Hangars,,"Easy start, and just got harder and crimpier up top.  Fell a few times and couldn't get the last few moves so lowered rather than injure a finger."
2018-12-30,9,TR,OS,Orange,Cliff Hangars,Outside,"Loved the route.  Easy climbing, but perfect flow."
2018-12-30,10a,TR,H1,Purple,Cliff Hangars,Crack Wall,"Great, burly + balancy climbing.  Fell near the top, which surprised me."
2018-12-30,10a,TR,OS,Pink,Cliff Hangars,Crack Wall,"Mary was shut down on a move.  I made it through, but the top had a sting."
2018-12-30,9,TR,OS,Red,Cliff Hangars,Overhang Wall,Huge overhanging move was fun.  Felt easier than I'd expected.
2018-12-30,11a,TR,OS,Black,Cliff Hangars,Outside,Very insecure at the top.  Lots of fun.  Great onsight achievement.
2018-12-30,8,TR,OS,Pink,Cliff Hangars,,Boring climbing without a flow.  Fine for a cool down.
2018-12-31,8+,TR,RE,Yellow,TRC MV,HS R,Warm up
2018-12-31,10c,TR,H2,Grey,TRC MV,HS L,Fell twice at the crux lip move!
2018-12-31,10d,TR,RP,Orange,TRC MV,Prow,"Exhausting, but made it!"
2018-12-31,10d,TR,X,Blue,TRC MV,Prow,"Burned my energy on orange, and didn't get blue.  Fell at the lower lip and lowered."
2018-12-31,6+,L,RE,Blue,TRC MV,HS R,Easy lead with a new partner
2018-12-31,5+,L,RE,Black,TRC MV,HS,Same
2018-12-31,8-,TR,RE,Purple,TRC MV,Tall Dihedral,The 8- that climbs like a ten.
2018-12-31,11d,TR,X,Orange,TRC MV,Balcony Corner,"Hard opening move.  Fun trying to work it out, but it wasn't going to go."
2018-12-31,11c,TR,X,Purple,TRC MV,Reactor,"Let's try some more elevens.  Shut down on the reactor moves, too."
2018-12-31,7,L,RE,Green,TRC MV,Reactor,Easy lead to cool down
